regime,seed,event_rank,event_epoch,event_score,takeover_epoch,event_selfrep_index,event_tape_hex,slot_match_count,focal_slot,partner_slot,focal_role,a_first,focal_before_hex,focal_before_strip,partner_hex,partner_strip,focal_after_hex,focal_after_strip,replay_termination_reason,replay_steps,replay_exact,partner_static_proto_loop_count,partner_static_proto_loop_present,first_proto_found,first_proto_step,first_proto_open_side,first_proto_close_side,first_proto_ops,first_proto_dh0,first_proto_dh1,first_proto_span_changed,loops_before_first_proto,nonproto_before_first_proto,dynamic_class
N,35,1,1412,63.0,,0,605bb982a6ae2ec95aa9f14c7cd8bf81b23edf76827f179b4a3286707b395da35d397b7086324a9b177f8276df3eb281bfd87c4cf1a95ac92eaea682b95b605f,1,33208,,p2,0,5d57b780a4ac2cc758a7ef4a7ad6bd7fb03cdd74807d15994830846e79375ba1f64edbcbf0db137a11f969fd542b94abb487ae02ab9378d0d02b15be248ce937,"],<}[++",78f4cfe93327f35ba81917a2f0ae98d4b10680aa862f94a4b2596be258460d2e0c2b9a69f82f8bed97300e8b4c9c3ca64e7e80a649fd872e0c4f726fb294682b,[.+<.+,605bb982a6ae2ec95aa9f14c7cd8bf81b23edf76827f179b4a3286707b395da35d397b7086324a9b177f8276df3eb281bfd87c4cf1a95ac92eaea682b95b605f,[.>{]]{>.[,step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
N,35,2,1602,63.0,,0,af2048691e403a5b88887f951e2c3c7d5d7a58179d1c1c029d6e179458de7af45d5df47ade5894176e9d021c1c9d17587a5d7d3c2c1e957f88885b3a401e6948,1,44306,,p2,0,5dfef4fe7a45de4358cc945117806e539de5021c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1c1683ac,],af31ca242092f65448c8165869080e291eca91334010d6433aade1495b30309088a81a1788243aaf7fcba48395b10ddc1ebd393a2c2f052a3ce5c8647d7d68fe,"[,<}}",af2048691e403a5b88887f951e2c3c7d5d7a58179d1c1c029d6e179458de7af45d5df47ade5894176e9d021c1c9d17587a5d7d3c2c1e957f88885b3a401e6948,"[,<}]]]]}<,[",step_cap,8192,1,0,0,1,65,partner,focal,",<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,45,1,689,63.0,,0,e864765b552e55635210257b5a721bdc35ab5c958cf4f4998c3e95aa5c8dab5d5dab8d5caa953e8c99f4f48c955cab35dc1b725a7b25105263552e555b7664e8,1,75033,,p2,0,35aa5d88ab888d885c88aa8895883e888c889988f488798868883688dd88f488a688fd88e988d38821883388dc88d688dd8869882988a9887b88fa88fb882a14,]>{,0401e8216479037f769e4bcd5bc3cf81555626a12e3e07e3559c3e1063539b855219e018109bc12025590a0d7b8334a35a0bddc0723321681bb99442dc536013,[.>>{,e864765b552e55635210257b5a721bdc35ab5c958cf4f4998c3e95aa5c8dab5d5dab8d5caa953e8c99f4f48c955cab35dc1b725a7b25105263552e555b7664e8,[.{>]]>{.[,step_cap,8192,1,0,0,1,67,partner,focal,.>>{,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,45,2,775,63.0,,0,d85b2e4d3e9088602a3326c7977be3c35d4fdf5c420202f442fa5c3ddff74f705da7c3d5e3f27be897fdc728264b33be2a8960ff887890b83e8c4d942ef15b1d,1,86036,,p2,0,5d1970dd4f6cf7b9df4a3d235c94fa9e426ff4e702522a3056a00ff207ee91fb7429c9c876d859132b2a86f185805c5edb707c2c317234cabec62d187f8eb181,"]+,-",d8781d015bc2f15a2ee3943e4d0d8cef3e8fb8d2900078e288e5ffee607189392af2be9633b94b5626d52872c7edfd02971fe8c77b24f2f4e3c8d5d7c34aa7d1,[.>>0{,d85b2e4d3e9088602a3326c7977be3c35d4fdf5c420202f442fa5c3ddff74f705da7c3d5e3f27be897fdc728264b33be2a8960ff887890b83e8c4d942ef15b1d,[.>{]]{>.[,ip_out_of_bounds,4238,1,0,0,1,65,partner,focal,.>>{,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,49,1,1016,63.0,,0,b35b3ef8b417707bc12e8ceca2c7cbce5d0e0e0e0e0e0e0e0e0e0e0e0e0e0e0d5d0d0e0e0e0e0e0e0e0e0e0e0e0e0e0e5dcecbc7a2ec8c2ec17b7017b4f83e5b,1,70016,,p2,0,5d850d0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0e0ede,],b3ae22385bbaeb9f3e5ae06bf832cef4b4cc320217fe593e70a812867bf8d0a0c1ae1bf72e0476038c86a134ecb55ce2a2c9ac70c77028c4cb783334cea08066,[>>{.,b35b3ef8b417707bc12e8ceca2c7cbce5d0e0e0e0e0e0e0e0e0e0e0e0e0e0e0d5d0d0e0e0e0e0e0e0e0e0e0e0e0e0e0e5dcecbc7a2ec8c2ec17b7017b4f83e5b,[>{.]]].{>[,step_cap,8192,1,0,0,1,65,partner,focal,>>{.,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,49,2,1500,62.0,,0,28f64aa1d88f970182bc5bc3957d2c3c919cf6b32096db96b4204fb3e4f68e9c5d5d9c8ef6e4b34f20b496db9620b3f69c913c2c7d95c35bbc8201978fd8a14a,1,86474,,p2,0,5c5d9e9c038e26f63fe471b3a14f21204ab43d965bdbe9361e45c8739d916b6ed967086383847eff260c2e2ee4da6165b8c7f06652738e6193f25e3d7547ce8c,][..,f12842f6c0aef14a4eb1b9a1dd4303d87abb858fc4349897c897e9019dc0048283c6dcbc1d55af5bdfff0cc3cf9db39501c26d7d7783e02c7dc89b3c60018d91,"[},}<",28f64aa1d88f970182bc5bc3957d2c3c919cf6b32096db96b4204fb3e4f68e9c5d5d9c8ef6e4b34f20b496db9620b3f69c913c2c7d95c35bbc8201978fd8a14a,"[},<]]<,}[",step_cap,8192,1,0,0,1,66,partner,focal,"},}<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,61,1,879,63.0,,0,9b5b5ea7577b9253ec3e02f81dbe44f0c92e1a48874419e79d25be9ef59e5de79ce75d9ef59ebe259de7194487481a2ec9f044be1df8023eec53927b57a75e5b,1,12314,,p2,0,5f5d60a9597d9455ee4004fa1fc046f2cb301c4a89461be99f27c0a0f7a05fe99e23fa83745cb8ced4bdb2d38ef7cd91a2bf693e3ad0f42331fc39a98c990d36,]}>,9decbd685ad028bc63e59bb87781ba1d96bf5acde0d35e23d95b48aad66e501ac0a1c6246c2d71c4662fd28bd4ba50c8d7d703b22d453c7f650bd21ff317de63,[--<,9b5b5ea7577b9253ec3e02f81dbe44f0c92e1a48874419e79d25be9ef59e5de79ce75d9ef59ebe259de7194487481a2ec9f044be1df8023eec53927b57a75e5b,[{>.]].>{[,step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
N,61,2,1624,63.0,,0,370e7e5b047b6855ca723ebc42382ec7d33f355122bf12cd1a7fdf221f5773a2e848135d2ca6f53c1c117d99f134b27cb9c4256b61ea66257e94ebb05b2c7428,1,83973,,p2,0,376d01db6bf1d3eb877a531e5202ddc986c2c07966dd66d0c1134fc3fdbf110c3039f4336a56524c9614b4033482d907733b52d1d04b279fc1d6f777ed8b58a6,,5728742c5bb0eb947e2566ea616b25c4b97cb234f1997d111c3cf5a62c5d1348e8a273571f22df7f1acd12bf2251353fd3c72e3842bc3e72ca55687b045b7e0e,",[}<,].>{[",370e7e5b047b6855ca723ebc42382ec7d33f355122bf12cd1a7fdf221f5773a2e848135d2ca6f53c1c117d99f134b27cb9c4256b61ea66257e94ebb05b2c7428,"[{>.],<}[,",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
N,63,1,442,64.0,,0,bebe4e5b367b2457d42e213ebc3567df5dc72f3c8a3131118ab13cda2fdec79090c7de2fda3cb18a1131318a3c2fc75ddf6735bc3e212ed457247b365b4ebebe,1,62808,,p2,0,5de990aec7c1de622f02dac33c43b1338a54119631ff1faab8e982cf5254221742e8d64fd5ec5cbe3bf012a502953c4a29f6f932db1972f6b833bd04da088b63,]<<,4d021726beaa90fc4e1fe60e5b2e93c436ff9cf97bb14ba72404a24857db9934d44320442ebf8c6721f99e4a3e89893ebc4b9bbe35502756672522d2df8658d1,[.{.>>,bebe4e5b367b2457d42e213ebc3567df5dc72f3c8a3131118ab13cda2fdec79090c7de2fda3cb18a1131318a3c2fc75ddf6735bc3e212ed457247b365b4ebebe,[{.>]<<<<]>.{[,step_cap,8192,1,0,0,1,65,partner,focal,.{.>>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,63,2,613,62.0,,0,1515bfadcadff1068b5ba511cf3e2e7b506b63b18ef3d916f3158e38b1b663d16b5d6bd163b6b1388e15f316d9f38eb1636b507b2e3ecf11a55b8b06f1dfcaad,1,130440,,p2,0,5d5d6bccd193635cb6d1b14638208e711550f36c1676d9cf9f6d35433138a6603aa12dce3e74154efbe073ced606271b1033ce34391784ebf6823d8ce66a60c4,]]->,30a015279308bfcd5b8cade0a862cafd82f1df58804af104929406ad59a28bd360505b3e3689a5d374ad11bb0e30cf3861363e227cbc2e8197937bcbbf27504c,[[>>.{,1515bfadcadff1068b5ba511cf3e2e7b506b63b18ef3d916f3158e38b1b663d16b5d6bd163b6b1388e15f316d9f38eb1636b507b2e3ecf11a55b8b06f1dfcaad,[>.{]{.>[,step_cap,8192,1,0,0,1,65,partner,focal,>>.{,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,71,1,126,63.0,,0,6f370f60cf8b755b7bd33ea62ebf4fbc5dbfd4689185f99134688cd43ebf9d5d5d9dbf3ed48c683491f9859168d4bf5dbc4fbf2ea63ed37b5b758bcf600f376f,1,64832,,p2,0,eb5d229dc6bfb83ee8d4b88c316860347b9171f9a6859bfe9ba123584fbecf33600d2d6e47eeda122249c288d3308123130b2164d665601fbe81f8eeadad069b,]>{-,346fde9da637e75fc10f04b4a8606c572acfb165938b0a2553758c9fbc5b3be8027b167a32d3d5a98c3e9c118ba6cb9f4f2e33f6d8bfd96c884ff73e8ebcf45e,[{>.>,6f370f60cf8b755b7bd33ea62ebf4fbc5dbfd4689185f99134688cd43ebf9d5d5d9dbf3ed48c683491f9859168d4bf5dbc4fbf2ea63ed37b5b758bcf600f376f,[{>.]>]]>].>{[,step_cap,8192,1,0,0,1,66,partner,focal,{>.>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,71,2,614,63.0,,0,e75bfd58df627d0a3c232c845ae5b3b25d4204ba2b9696812b66ba2204e742215d2142e70422ba662b8196962bba04425db2b3e55a842c233c0a7d62df58fd5b,1,59911,,p2,0,5d6d217a4288e7a804c322f6ba7c669f2baf81a5968d69e87334dc91029b412a7e5a576ea01e2dbfe4114385d84f3cdc8f8a8691831452b7b86f19ee50c8638c,]+-<,e736fcb15be7491efd14839d588d0cdfdf9d7df662abcd857d48e84b0ab77caa3c516c26234a6ae62ca8947084c5e8df5aeeae53e5ba37e1b343a4eeb207462c,"[}}<,,",e75bfd58df627d0a3c232c845ae5b3b25d4204ba2b9696812b66ba2204e742215d2142e70422ba662b8196962bba04425db2b3e55a842c233c0a7d62df58fd5b,"[}<,]++]++],<}[",step_cap,8192,1,0,0,1,65,partner,focal,"}}<,,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,73,1,86,62.0,,0,5ecb22b35b0c7d876451e4f3f2e72c65423c5d584e704c6370824e1458415d5d4158144e8270634c704e585d3c42652ce7f2f3e45164877d0c5bb322cb5ea2ef,1,19018,,p2,0,764c3c358ad65dc7418458b1144c4e848238701f63ff4cc8f2b3dd10b77b367a489f9f5bf55b16102a7211988092271bbb0d28bbb4ce1f565db60288fe4a48cf,<]{[[],15cc179deff0a2015ed2cbbb22d8b3015b6f6a3b0c9d7d352aa5876bf9f764ae9cea510293dde46f72a6f37de1daf289c13de7207c322c985159654517bb4201,"[}},",5ecb22b35b0c7d876451e4f3f2e72c65423c5d584e704c6370824e1458415d5d4158144e8270634c704e585d3c42652ce7f2f3e45164877d0c5bb322cb5ea2ef,"[},<]]]]<,}[",step_cap,8192,1,0,0,1,71,partner,focal,"}},<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,73,2,437,63.0,,0,a8d7971b4a5b2e3ecc3059197bec92dd5d5d4e824f8f8f134f8982a64e835d575d5d575d834ea682894f138f8f4f824e5d5ddd92ec7b195930cc3e2e5b4a1b97,1,7861,,p2,0,5d1157025dd9835a4ee8a6f7821a89414fa7135d8f80de7aad1c0d6b72edc0efd8d28d8230e202d662c5c68cb66578b2604b7e16a63b727862875bd2512f0bd1,]]][,a89b0deed7121e6c9729bb2c1bbb16884abd27d35b1fa5892ea592b03ee3ae70cc84b565300ef6e3597e389b196e20847bef344eecea807892cb183eddb9597e,",[.>{>",a8d7971b4a5b2e3ecc3059197bec92dd5d5d4e824f8f8f134f8982a64e835d575d5d575d834ea682894f138f8f4f824e5d5ddd92ec7b195930cc3e2e5b4a1b97,[.>{]]]]]]]]{>.[,step_cap,8192,1,0,0,1,65,partner,focal,.>{>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,79,1,555,63.0,,0,4e6822fb64105b9d6ca53f2ee53e8c7bc4b3b3b3b3b3b3b3b3b3b3b3b3b3b3b35db3b3b3b3b3b3b3b3b3b3b3b3b3b3b3c47b8c3ee52e3fa56c9d5b1064fb2268,1,3966,,p2,0,5c5db3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b32d7c,]-,454eaa68076de622bc800afbfdd95e6424e5c7106e766c5b3e93fd9df6a8336cf4a99ba590c3b83f7876b92e6a613ae5ea1d4a3e3f2a788cb091957b03e87fc4,[>.>{,4e6822fb64105b9d6ca53f2ee53e8c7bc4b3b3b3b3b3b3b3b3b3b3b3b3b3b3b35db3b3b3b3b3b3b3b3b3b3b3b3b3b3b3c47b8c3ee52e3fa56c9d5b1064fb2268,[.>{]{>.[,step_cap,8192,1,0,0,1,66,partner,focal,>.>{,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,79,2,965,63.0,,0,f65bbb69c23c7da61719c12c20263f035da10d0a238282d623200a130d9aa1c85dc8a19a0d130a2023d68282230a0da15d033f26202cc11917a67d3cc269bb5b,1,118724,,p2,0,5dd5c862a1639a740d5213330a4e206b2347d6a18285251de0d64081cc5f016deb37457a50d4ff3278f918daeb184b2b3a6a2767486e9f3bf07cb0656a812525,]+,f617ddb05b6e0848bbbf8feb69998bd4c2bf83b43cd9149a7d822166a6168cc2177d06bd19ca9702c1dbbac02c57e538209488db26cadbaa3f2ae6b9036bc999,"[<}},",f65bbb69c23c7da61719c12c20263f035da10d0a238282d623200a130d9aa1c85dc8a19a0d130a2023d68282230a0da15d033f26202cc11917a67d3cc269bb5b,"[<},]]],}<[",step_cap,8192,1,0,0,1,65,partner,focal,"<}},",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,80,1,913,63.0,,0,85f95ba1293e25237b4726eb2e9cb3455d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d45b39c2eeb26477b23253e29a15bf9,1,78991,,p2,0,5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5badcf,][[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[,85bd22ddf992b2d55b358fc5a104c01929a9f7803e94a34325df649d233272127b079dde4731f8a9260eb795eb38453e2e1546aa9cdf2167b3e1593845c7ceca,[>{>.,85f95ba1293e25237b4726eb2e9cb3455d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d45b39c2eeb26477b23253e29a15bf9,[>{.][[[[[[[[[[[[[[[][[[[[[[[[[[[[[[].{>[,step_cap,8192,1,0,0,1,65,partner,focal,>{>.,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,80,2,1595,62.0,,0,ead692073e0be85b173cd07deeed2c40ca393939393939393939393939393939395d5d39393939393939393939393939393939ca402cedee7dd03c175be80b3e,1,15937,,p2,0,5d8f391839a8399939e73907394e3967390c39b939df393c39833912395039c53911393b396a39e939ac394d392d392639aa398c398a39cc398639c2395eb9b8,]<-,5bd8d6ead0a092cf2a8c07de5bcc3e51723b0beb1b5ee81537065ba7592917ee82353c20e3cfd03db5227d74d814eeb73a1bed217d4b2c0c6ae740b2717fca69,"[[>[<}},",ead692073e0be85b173cd07deeed2c40ca393939393939393939393939393939395d5d39393939393939393939393939393939ca402cedee7dd03c175be80b3e,">[<},]],}<[>",step_cap,8192,1,0,0,1,65,partner,focal,"<}},",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,83,1,476,63.0,,0,5b5b7d770250be79b7bccd16d5f23c312cc5b05df743fd2851368efd86436a84846a4386fd8e365128fd43f75db0c52c313cf2d516cdbcb779be5002777d5b5b,1,54030,,p2,0,5d5d7f790452c07bb9becf18d7f43e332ec7b25ff945ff2a533890ff88456c865b123069d938b3f0c3b5ab60ef2b6bd1d7fef14262cd96df16d8bf7d74556743,]]{>.[+},cf0b3d084635ea845bedd1f470c89be66944ea83e36018962d37bb2109cb122dcaecc114013c26791cb4308777c375c11924c9f2b935be6b6acbf12877b0eebc,[--<,5b5b7d770250be79b7bccd16d5f23c312cc5b05df743fd2851368efd86436a84846a4386fd8e365128fd43f75db0c52c313cf2d516cdbcb779be5002777d5b5b,"[[}<,]],<}[[",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
N,83,2,1500,63.0,,0,929cb1551d5b7d9304c2b2bf3cc02c745dac5b39fed9d97ffef439065baeac8a5d8aacae5b0639f4fe7fd9d9fe395bac5d742cc03cbfb2c204937d5b1d55b19c,1,80907,,p2,0,5db48a85ace0ae9b5b12066a396bf440fe2f7fe6d9a10d6d61fe9e4a7ba316dc4878d162f998db1309ac825162e3dc0711fb707c74f9ba56a261de99ff152524,][{,9208ee0f9ce18233b1baaa8355350fc51d306c0b5b0c389f7dbacb9a93fd83a50437ff9dc2c402c9b27d1d56bfe86acc3c9bc8e5c0ebc5b12c18ffcf74bbe141,"[}}<,",929cb1551d5b7d9304c2b2bf3cc02c745dac5b39fed9d97ffef439065baeac8a5d8aacae5b0639f4fe7fd9d9fe395bac5d742cc03cbfb2c204937d5b1d55b19c,"[}<,][[][[],<}[",step_cap,8192,1,0,0,1,65,partner,focal,"}}<,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,85,1,642,63.0,,0,6a6ccffc2a8b872a5b2cc81d633c7d6a5d6cdae28e0606888eabe212da0f6c755d5d756c0fda12e2ab8e8806068ee2da6c5d6a7d3c631dc82c5b2a878b2afccf,1,79305,,p2,0,5dbf75f96cf00f88da8c1283e26aabcc8e57884d063092b9d4637e4e43b97986546b546020e81794b0c0e2afe9e2ac0ac14b8647b3d9b62a585ea1c5f005f7aa,],6bd74c956c4d7621cf85542dfcb1665a2adcf6038b524c7f872cf8fa2a7cdfae5bb767e82cbdb178c8c990ed1d8aafe963aa62293c961cd07d747d946ad342ed,"-,[,<}}",6a6ccffc2a8b872a5b2cc81d633c7d6a5d6cdae28e0606888eabe212da0f6c755d5d756c0fda12e2ab8e8806068ee2da6c5d6a7d3c631dc82c5b2a878b2afccf,"[,<}]]]]}<,[",step_cap,8192,1,0,0,1,65,partner,focal,",<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,85,2,744,63.0,,0,7c8f3882eecb04f45b2c3435e446697d26128c5e8c4545a38c3c5e5d5d5e3c8ca345458c5e8c12267d6946e435342c5bf404cbee82388f7c962bd972d5779b34,1,45631,,p2,0,265c26611285089b8c2c5d6b5e993c748c3da36945500161b7e7a83e230472f3b511d285e1f7eefe768d1b89d39cef073e49c6a67d9cd312663cfb0e254afb39,",]<>>}<",e07f34469bfe770dd5eb72d8d92b2b2b96d27ccf8fd538018294ee26cb8704acf4e35b6cbfd68762348ce6ea355264cde43b253c4665d1276969597d7ddc16d3,+++[<}},7c8f3882eecb04f45b2c3435e446697d26128c5e8c4545a38c3c5e5d5d5e3c8ca345458c5e8c12267d6946e435342c5bf404cbee82388f7c962bd972d5779b34,"[,}<]]<},[+",step_cap,8192,1,0,0,1,75,partner,focal,"<}},",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,87,1,772,64.0,,0,5b7b2e988f8eec6a3e2663ee19ecae7e5dca79c8c1f50ac14fc8fa798eca9a5d9aca8e79fac84fc10af5c1c879ca5d7eaeec19ee63263e6aec8e8f982e7b5b71,1,40318,,p2,0,5e5d5f9a74ca768ec67950fa71c8dc4fdfc1840ac7f50139def2f54a673620848484848484848484848484848484848484848484848484848484848484853ea1,]>,0f71ec5b327b033e1f2e8d3b6e98cc60b58f3f87968e37365eec0830da6a2701693edfa0e726579f7e6340dbc9ee8e6b6f1923b3c4ecf42323aed2dce57e21e9,[{>.>,5b7b2e988f8eec6a3e2663ee19ecae7e5dca79c8c1f50ac14fc8fa798eca9a5d9aca8e79fac84fc10af5c1c879ca5d7eaeec19ee63263e6aec8e8f982e7b5b71,[{.>]]]>.{[,step_cap,8192,1,0,0,1,66,partner,focal,{>.>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,87,2,1486,63.0,,0,8767a251c3ea935b32e9b82e411e3e7b5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d7b3e1e412eb8e9325b93eac351a2,1,123115,,p2,0,5d5c5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5c,][[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[,87eeaa5b6725990fa2604c2e51ff3aa2c355b2a9ea7a5f2a932cecc85b79dcef320f279be9a786fdb8dbc4522ef3ed9a415e37c01e30b64b3ee769817ba7b93e,"[.,[.>{>",8767a251c3ea935b32e9b82e411e3e7b5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d5d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5d7b3e1e412eb8e9325b93eac351a2,[.>{][[[[[[[[[[[[[[[]][[[[[[[[[[[[[[[]{>.[,step_cap,8192,1,0,0,1,65,partner,focal,.>{>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,88,1,350,63.0,,0,d4465b7b6a9fdec2b95a755e3b3e602e5cba462898984428ab466aba195c5d5d5c19ba6a46ab284498982846ba5c2e603e3b5e755ab9c2de9f6a7b5b46d484af,1,37768,,p2,0,3e5dd15cb0191fba9f6a7a46d4ab57287a447998fe3a5a15ec1787b26107ce64fef19391aec629d3c26b015261a77765d26f2d11e0dd7e41d022541219b6f4af,>]-,6e8491d4cda7e6467b2b795b0888377b3ae2206ad3beb79f0f9106de02f6c5c2d2c90ab93fbc285a38f3bc756ec5f95e4201543b85e4223ebb201e60b3f7432e,{+[{>.,d4465b7b6a9fdec2b95a755e3b3e602e5cba462898984428ab466aba195c5d5d5c19ba6a46ab284498982846ba5c2e603e3b5e755ab9c2de9f6a7b5b46d484af,[{>.]].>{[,step_cap,8192,1,0,0,1,66,partner,focal,{>.>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,88,2,1172,63.0,,0,c2d5e9ba1c7e40f75b4c62872ed07b023eacfe3439933439523496fe25ac5d5dac25fe9634523934933934feac3e027bd02e87624c5bf7407e1cbae9d5c20f82,1,47334,,p2,0,3f3e3e5d42acb725cbfe76967034a752de394a341a934883f2e0731829640a4bca3e081e410f646d1d3fd126e7f3be42c42d0933248ebacf441a6189fa37c310,>>]>-,e682730ffac279d5fae90a2d3dbadb08ee1c410ee77ef4ff2340ce0f76f7241e3c5b1924484c4d688462f460328790794c2eb86322d0d1e61d7b157e6902bd6b,-<[.{,c2d5e9ba1c7e40f75b4c62872ed07b023eacfe3439933439523496fe25ac5d5dac25fe9634523934933934feac3e027bd02e87624c5bf7407e1cbae9d5c20f82,[.{>]]>{.[,step_cap,8192,1,0,0,1,68,partner,focal,.{>>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,91,1,106,64.0,,0,3b5b3ca3a99f2cb2b949167d702a48b05de82ca4d08fa0d031a4032c27e8e45de4e8272c03a431d0a08fd0a42ce85db0482a707d1649b9b22c9fa9a33c5b3bcc,1,59959,,p2,0,595d40e47fe85d27282c6003a8a495319ed008a04e8ffa2fe5def5306731057a7b3b8248209f005c4393a85a0d56b6abf96c8ce79b45cf81c9acea097351033b,"]],{0",35cc8f3bba5b007db63c0d890ea3a6148aa9dae1639f5957bf2cdf4c90b29499d9b9fd3aec49bc0c71165e75697d8888327079883d2ab7af1148ff52f2b0575a,"[0}<,}",3b5b3ca3a99f2cb2b949167d702a48b05de82ca4d08fa0d031a4032c27e8e45de4e8272c03a431d0a08fd0a42ce85db0482a707d1649b9b22c9fa9a33c5b3bcc,"[<,}],,],,]},<[",step_cap,8192,1,0,0,1,66,partner,focal,"}<,}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,91,2,1207,63.0,,0,1c0c5b6792f328b7167b3e212e64a3025d8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a5d8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a5d02a3642e213e7b16b728f392675b0c,1,104100,,p2,0,5d8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a8ab6,],1ccf0fd30cdaedea5ba96d30675082ce92bca837f3deb18d28ccf23eb775684316e281727b04f1fc3ef5839321e70dde2ecbe58264cffbbea329080c0284c8e2,[>{>.,1c0c5b6792f328b7167b3e212e64a3025d8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a5d8a8a8a8a8a8a8a8a8a8a8a8a8a8a8a5d02a3642e213e7b16b728f392675b0c,[{>.]]].>{[,step_cap,8192,1,0,0,1,65,partner,focal,>{>.,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
