run_regime,partner_origin,epoch,seed_count,total_hits,total_tested,aggregate_hit_fraction,mean_seed_hit_fraction,seed_hit_fraction_variance,seed_hit_fraction_sd,seed_hit_fraction_q25,seed_hit_fraction_median,seed_hit_fraction_q75
N,R-derived,2600,4,56467,524288,0.107702255249,0.107702255249,1.902396131e-06,0.00137927376942,0.106660842896,0.107627868652,0.108669281006
N,R-derived,2700,4,56023,524288,0.106855392456,0.106855392456,1.27755629364e-06,0.00113029035811,0.106199264526,0.106716156006,0.107372283936
N,R-derived,2800,4,55790,524288,0.106410980225,0.106410980225,3.63739673048e-07,0.000603108342712,0.106021881104,0.1064453125,0.106834411621
N,R-derived,2900,4,55704,524288,0.106246948242,0.106246948242,5.02681359649e-07,0.000709000253631,0.105785369873,0.106079101562,0.106540679932
N,R-derived,3000,4,55286,524288,0.105449676514,0.105449676514,5.03476864348e-07,0.000709561036379,0.104959487915,0.10542678833,0.105916976929
N,R-derived,3100,4,54969,524288,0.104845046997,0.104845046997,1.97493742841e-07,0.000444402680956,0.104730606079,0.104969024658,0.105083465576
N,R-derived,3200,4,54531,524288,0.104009628296,0.104009628296,3.60630413828e-07,0.000600525115068,0.103750228882,0.104095458984,0.104354858398
N,R-derived,3300,4,54220,524288,0.103416442871,0.103416442871,3.66708263755e-08,0.000191496282929,0.103298187256,0.103420257568,0.103538513184
N,R-derived,3400,4,54460,524288,0.103874206543,0.103874206543,4.88090639313e-07,0.00069863483975,0.10355758667,0.103736877441,0.104053497314
N,R-derived,3500,4,54610,524288,0.104160308838,0.104160308838,2.03280554463e-07,0.000450866448589,0.104099273682,0.104335784912,0.104396820068
N,R-derived,3600,4,54299,524288,0.103567123413,0.103567123413,6.31504614527e-08,0.000251297555604,0.103416442871,0.103618621826,0.103769302368
N,R-derived,3700,4,54070,524288,0.103130340576,0.103130340576,1.16357114166e-07,0.000341111586092,0.102937698364,0.103023529053,0.103216171265
N,R-derived,3800,4,53974,524288,0.102947235107,0.102947235107,1.07825811331e-06,0.00103839208073,0.102458953857,0.102672576904,0.103160858154
N,R-derived,3900,4,53844,524288,0.102699279785,0.102699279785,1.89011916518e-06,0.00137481604776,0.10209274292,0.10279083252,0.103397369385
N,R-derived,4000,4,53452,524288,0.101951599121,0.101951599121,5.47966919839e-07,0.000740247877295,0.101362228394,0.101982116699,0.102571487427
N,R-derived,4100,4,53450,524288,0.101947784424,0.101947784424,9.79848361264e-07,0.000989872901571,0.101276397705,0.102085113525,0.102756500244
N,R-derived,4200,4,53191,524288,0.101453781128,0.101453781128,5.45187504031e-07,0.000738368135845,0.100971221924,0.10152053833,0.102003097534
N,R-derived,4300,4,53227,524288,0.101522445679,0.101522445679,6.03007113871e-07,0.000776535326866,0.101051330566,0.101482391357,0.10195350647
N,R-derived,4400,4,53019,524288,0.101125717163,0.101125717163,8.1767696732e-07,0.000904254923857,0.100545883179,0.100994110107,0.101573944092
N,R-derived,4500,4,53275,524288,0.101613998413,0.101613998413,5.0859428787e-07,0.000713157968384,0.101142883301,0.101425170898,0.101896286011
N,R-derived,4600,4,53119,524288,0.101316452026,0.101316452026,7.51412396009e-08,0.000274119024515,0.101264953613,0.10139465332,0.101446151733
N,R-derived,4700,4,52869,524288,0.100839614868,0.100839614868,1.12743388551e-07,0.00033577282283,0.100561141968,0.10082244873,0.101100921631
N,R-derived,4800,4,52636,524288,0.100395202637,0.100395202637,4.88517495493e-07,0.000698940266041,0.0998878479004,0.100368499756,0.100875854492
N,R-derived,4900,4,52827,524288,0.100759506226,0.100759506226,6.46274808484e-07,0.000803912189536,0.100368499756,0.100940704346,0.101331710815
N,R-derived,5000,4,52663,524288,0.10044670105,0.10044670105,4.68392196732e-07,0.000684391844437,0.100028991699,0.100219726562,0.100637435913
N,R-derived,5100,4,52926,524288,0.10094833374,0.10094833374,1.04736924792e-06,0.00102341059596,0.100606918335,0.10124206543,0.101583480835
N,R-derived,5200,4,52898,524288,0.100894927979,0.100894927979,1.84857829784e-06,0.00135962432232,0.100536346436,0.101387023926,0.101745605469
N,R-derived,5300,4,52818,524288,0.100742340088,0.100742340088,1.08772655949e-06,0.00104294130203,0.0999965667725,0.10041809082,0.101163864136
N,R-derived,5400,4,52621,524288,0.100366592407,0.100366592407,1.39945768751e-07,0.000374093262103,0.100238800049,0.100425720215,0.100553512573
N,R-derived,5500,4,52676,524288,0.100471496582,0.100471496582,9.15761726598e-07,0.000956954401525,0.0998592376709,0.100635528564,0.101247787476
N,R-derived,5600,4,52681,524288,0.100481033325,0.100481033325,1.35834852699e-06,0.00116548210067,0.0996170043945,0.100391387939,0.10125541687
N,R-derived,5700,4,52639,524288,0.100400924683,0.100400924683,6.4134655986e-07,0.000800841157696,0.0998573303223,0.100166320801,0.100709915161
N,R-derived,5800,4,52596,524288,0.100318908691,0.100318908691,4.2759347707e-07,0.000653906321326,0.100040435791,0.100231170654,0.100509643555
N,R-derived,5900,4,52672,524288,0.100463867188,0.100463867188,1.54327911635e-07,0.000392845913349,0.100187301636,0.100360870361,0.100637435913
N,R-derived,6000,4,52328,524288,0.0998077392578,0.0998077392578,1.8331532677e-07,0.000428153391637,0.0995140075684,0.0996551513672,0.0999488830566
N,R-derived,6100,4,52223,524288,0.0996074676514,0.0996074676514,1.12588168122e-07,0.000335541604159,0.0994358062744,0.0996017456055,0.0997734069824
N,R-derived,6200,4,52295,524288,0.0997447967529,0.0997447967529,3.00172056692e-07,0.000547879600544,0.099609375,0.0999641418457,0.100099563599
N,R-derived,6300,4,52451,524288,0.10004234314,0.10004234314,1.53721581834e-07,0.000392073439338,0.0998268127441,0.100067138672,0.100282669067
N,R-derived,6400,4,52291,524288,0.0997371673584,0.0997371673584,5.27414764899e-07,0.000726233271682,0.0995349884033,0.0999069213867,0.100109100342
N,R-derived,6500,4,52250,524288,0.0996589660645,0.0996589660645,1.48990269129e-06,0.00122061570172,0.0988712310791,0.0998191833496,0.100606918335
N,R-derived,6600,4,51993,524288,0.0991687774658,0.0991687774658,8.90824594535e-07,0.000943835046253,0.0989818572998,0.0993957519531,0.0995826721191
N,R-derived,6700,4,52114,524288,0.0993995666504,0.0993995666504,1.64504551018e-06,0.00128259327543,0.0990467071533,0.0998878479004,0.100240707397
N,R-derived,6800,4,52232,524288,0.0996246337891,0.0996246337891,1.11591846993e-06,0.00105637042269,0.0993595123291,0.0998077392578,0.100072860718
N,R-derived,6900,4,52191,524288,0.0995464324951,0.0995464324951,1.05888951415e-06,0.00102902357317,0.0991306304932,0.099666595459,0.100082397461
N,R-derived,7000,4,52087,524288,0.0993480682373,0.0993480682373,1.38135995561e-06,0.00117531270546,0.0987110137939,0.0989418029785,0.0995788574219
N,R-derived,7100,4,52303,524288,0.099760055542,0.099760055542,4.83060527282e-07,0.000695025558726,0.0993824005127,0.099437713623,0.0998153686523
N,R-derived,7200,4,52081,524288,0.0993366241455,0.0993366241455,3.8922977789e-07,0.000623882823846,0.098949432373,0.0991668701172,0.0995540618896
N,R-derived,7300,4,52329,524288,0.0998096466064,0.0998096466064,6.906290461e-07,0.00083104094129,0.0990943908691,0.0997924804688,0.100507736206
N,R-derived,7400,4,52431,524288,0.100004196167,0.100004196167,5.1243599349e-07,0.000715846347682,0.0999164581299,0.100318908691,0.100406646729
N,R-derived,7500,4,52639,524288,0.100400924683,0.100400924683,3.78519568282e-07,0.000615239439797,0.100034713745,0.100505828857,0.100872039795
N,R-derived,7600,4,52801,524288,0.100709915161,0.100709915161,8.31375170189e-07,0.000911797768252,0.100406646729,0.100887298584,0.101190567017
N,R-derived,7700,4,52719,524288,0.100553512573,0.100553512573,1.63044993921e-06,0.00127689073112,0.100214004517,0.100685119629,0.101024627686
N,R-derived,7800,4,52727,524288,0.100568771362,0.100568771362,1.53429088338e-06,0.0012386649601,0.099910736084,0.100448608398,0.101106643677
N,R-derived,7900,4,52436,524288,0.10001373291,0.10001373291,8.34930688143e-07,0.000913745417577,0.099422454834,0.0996627807617,0.100254058838
N,R-derived,8000,4,52439,524288,0.100019454956,0.100019454956,1.44368095789e-06,0.00120153275357,0.0991725921631,0.0998344421387,0.100681304932
N,R-derived,8100,4,52545,524288,0.100221633911,0.100221633911,5.29781876442e-07,0.000727861165637,0.0998516082764,0.100208282471,0.100578308105
N,R-derived,8200,4,52540,524288,0.100212097168,0.100212097168,1.24874835213e-07,0.000353376336521,0.0999755859375,0.100105285645,0.100341796875
N,R-derived,8300,4,52335,524288,0.0998210906982,0.0998210906982,1.59348322389e-07,0.000399184571832,0.0996017456055,0.0998229980469,0.10004234314
N,R-derived,8400,4,52175,524288,0.099515914917,0.099515914917,7.70814949647e-08,0.00027763554341,0.0993423461914,0.099552154541,0.0997257232666
N,R-derived,8500,4,51899,524288,0.0989894866943,0.0989894866943,8.06190655567e-07,0.000897881203482,0.098690032959,0.0990829467773,0.0993824005127
N,R-derived,8600,4,52153,524288,0.0994739532471,0.0994739532471,8.24351445772e-07,0.000907938018684,0.0990085601807,0.0996131896973,0.100078582764
N,R-derived,8700,4,52236,524288,0.0996322631836,0.0996322631836,2.37138010561e-07,0.000486968182289,0.0992774963379,0.0996131896973,0.099967956543
N,R-derived,8800,4,52102,524288,0.0993766784668,0.0993766784668,1.89310715844e-07,0.000435098512804,0.0990409851074,0.099308013916,0.0996437072754
N,R-derived,8900,4,51869,524288,0.0989322662354,0.0989322662354,3.30595260796e-07,0.000574974139241,0.0985736846924,0.0989265441895,0.0992851257324
N,R-derived,9000,4,51874,524288,0.0989418029785,0.0989418029785,5.51672807584e-07,0.000742746799107,0.0987873077393,0.0992088317871,0.0993633270264
N,R-derived,9100,4,51773,524288,0.0987491607666,0.0987491607666,9.45539795794e-07,0.000972388706122,0.098237991333,0.0985107421875,0.0990219116211
N,R-derived,9200,4,51798,524288,0.0987968444824,0.0987968444824,6.73870090395e-07,0.000820895907162,0.0984649658203,0.0989532470703,0.0992851257324
N,R-derived,9300,4,51848,524288,0.0988922119141,0.0988922119141,7.52275809646e-07,0.000867338347847,0.0981941223145,0.0989303588867,0.0996284484863
N,R-derived,9400,4,52058,524288,0.099292755127,0.099292755127,4.76158068826e-07,0.000690042077576,0.0990333557129,0.0993461608887,0.0996055603027
N,R-derived,9500,4,52120,524288,0.0994110107422,0.0994110107422,6.45173713565e-07,0.000803227062271,0.0992088317871,0.099494934082,0.0996971130371
N,R-derived,9600,4,52210,524288,0.0995826721191,0.0995826721191,4.0487308676e-07,0.000636296382797,0.0993766784668,0.0996780395508,0.0998840332031
N,R-derived,9700,4,51925,524288,0.0990390777588,0.0990390777588,3.51938069798e-07,0.000593243685005,0.0986919403076,0.0988006591797,0.0991477966309
N,R-derived,9800,4,52163,524288,0.0994930267334,0.0994930267334,9.4658753369e-07,0.000972927301339,0.0989608764648,0.0994987487793,0.100030899048
N,R-derived,9900,4,51919,524288,0.099027633667,0.099027633667,2.85348505713e-07,0.000534180218384,0.098840713501,0.0991287231445,0.0993156433105
N,R-derived,10000,4,51974,524288,0.0991325378418,0.0991325378418,1.00371350224e-06,0.00100185503055,0.0988006591797,0.0992660522461,0.0995979309082
N,R-derived,10100,4,51850,524288,0.0988960266113,0.0988960266113,4.7410139814e-07,0.000688550214683,0.0985412597656,0.0988388061523,0.099193572998
N,R-derived,10200,4,51986,524288,0.0991554260254,0.0991554260254,9.06351488084e-07,0.000952024940894,0.0986099243164,0.0988883972168,0.0994338989258
N,R-derived,10300,4,51871,524288,0.0989360809326,0.0989360809326,6.88960426487e-07,0.0008300364007,0.098258972168,0.0987892150879,0.0994663238525
N,R-derived,10400,4,51947,524288,0.0990810394287,0.0990810394287,8.59082016783e-07,0.000926866774021,0.0986824035645,0.099235534668,0.0996341705322
N,R-derived,10500,4,51825,524288,0.0988483428955,0.0988483428955,3.69555588501e-07,0.000607910839269,0.0985946655273,0.0988693237305,0.0991230010986
N,R-derived,10600,4,51878,524288,0.098949432373,0.098949432373,6.91836855064e-07,0.000831767308244,0.0985126495361,0.0989418029785,0.0993785858154
N,R-derived,10700,4,51871,524288,0.0989360809326,0.0989360809326,6.53623525674e-08,0.0002556606199,0.0987491607666,0.0989074707031,0.0990943908691
N,R-derived,10800,4,51742,524288,0.098690032959,0.098690032959,8.71756734947e-08,0.000295255268361,0.0986385345459,0.0987701416016,0.0988216400146
N,R-derived,10900,4,51848,524288,0.0988922119141,0.0988922119141,4.97093424201e-07,0.000705048526132,0.0984954833984,0.0986022949219,0.0989990234375
N,R-derived,11000,4,51821,524288,0.098840713501,0.098840713501,3.64704950092e-07,0.000603908064271,0.0984077453613,0.0986747741699,0.0991077423096
N,R-derived,11100,4,51747,524288,0.0986995697021,0.0986995697021,3.49376932718e-07,0.00059108115578,0.0984134674072,0.098560333252,0.0988464355469
N,R-derived,11200,4,51941,524288,0.0990695953369,0.0990695953369,3.67770553567e-07,0.000606440890414,0.0985851287842,0.0990447998047,0.0995292663574
N,R-derived,11300,4,52019,524288,0.0992183685303,0.0992183685303,2.3482425604e-07,0.000484586685785,0.0989837646484,0.0993499755859,0.0995845794678
N,R-derived,11400,4,52056,524288,0.0992889404297,0.0992889404297,5.07337972522e-07,0.000712276612365,0.0988578796387,0.0994338989258,0.0998649597168
N,R-derived,11500,4,52155,524288,0.0994777679443,0.0994777679443,7.77799868956e-08,0.000278890636085,0.099328994751,0.099365234375,0.0995140075684
N,R-derived,11600,4,52264,524288,0.0996856689453,0.0996856689453,1.15910855432e-07,0.000340456833435,0.0995407104492,0.0997734069824,0.0999183654785
N,R-derived,11700,4,52265,524288,0.0996875762939,0.0996875762939,8.31884487222e-09,9.12077018251e-05,0.0996475219727,0.0996856689453,0.0997257232666
N,R-derived,11800,4,52464,524288,0.100067138672,0.100067138672,2.11681860189e-07,0.000460088969862,0.099853515625,0.0999183654785,0.100131988525
N,R-derived,11900,4,52504,524288,0.100143432617,0.100143432617,9.64500941336e-07,0.000982090088198,0.0994739532471,0.100242614746,0.100912094116
N,R-derived,12000,4,52556,524288,0.100242614746,0.100242614746,1.39911814282e-06,0.00118284324525,0.0992755889893,0.100021362305,0.100988388062
N,R-derived,12100,4,52231,524288,0.0996227264404,0.0996227264404,1.6810906042e-06,0.00129656878113,0.0989360809326,0.0991249084473,0.0998115539551
N,R-derived,12200,4,52162,524288,0.0994911193848,0.0994911193848,6.04991024981e-07,0.000777811689923,0.0990734100342,0.0993232727051,0.0997409820557
N,R-derived,12300,4,52031,524288,0.0992412567139,0.0992412567139,7.03085485535e-07,0.000838501929357,0.0989608764648,0.099250793457,0.0995311737061
N,R-derived,12400,4,52187,524288,0.0995388031006,0.0995388031006,9.41348844208e-07,0.000970231335408,0.0991325378418,0.0997314453125,0.100137710571
N,R-derived,12500,4,52053,524288,0.0992832183838,0.0992832183838,1.51393275398e-07,0.000389092887878,0.0991077423096,0.0991516113281,0.0993270874023
N,R-derived,12600,4,51836,524288,0.0988693237305,0.0988693237305,1.65814223389e-07,0.000407202926547,0.0986843109131,0.0987358093262,0.0989208221436
N,R-derived,12700,4,51897,524288,0.0989856719971,0.0989856719971,4.60374091441e-08,0.000214563298689,0.0988826751709,0.098934173584,0.0990371704102
N,R-derived,12800,4,51988,524288,0.0991592407227,0.0991592407227,5.17931766808e-07,0.000719674764604,0.0987071990967,0.099292755127,0.0997447967529
N,R-derived,12900,4,52192,524288,0.0995483398438,0.0995483398438,2.40669275324e-07,0.000490580549272,0.0993309020996,0.0995254516602,0.0997428894043
N,R-derived,13000,4,52080,524288,0.0993347167969,0.0993347167969,1.262446555e-06,0.00112358646975,0.0987777709961,0.0990257263184,0.0995826721191
N,R-derived,13100,4,51945,524288,0.0990772247314,0.0990772247314,7.89155213473e-07,0.000888344085067,0.0985469818115,0.0989227294922,0.0994529724121
N,R-derived,13200,4,52037,524288,0.0992527008057,0.0992527008057,3.08942010937e-07,0.000555825522027,0.0988216400146,0.099235534668,0.099666595459
N,R-derived,13300,4,51880,524288,0.0989532470703,0.0989532470703,9.77073796093e-07,0.000988470432584,0.098539352417,0.0992240905762,0.0996379852295
N,R-derived,13400,4,51874,524288,0.0989418029785,0.0989418029785,8.4643640245e-07,0.000920019783728,0.0981826782227,0.0989036560059,0.0996627807617
N,R-derived,13500,4,51751,524288,0.0987071990967,0.0987071990967,4.52225018914e-08,0.000212655829667,0.0985469818115,0.0986671447754,0.0988273620605
N,R-derived,13600,4,51785,524288,0.0987720489502,0.0987720489502,1.45145653126e-07,0.000380979859213,0.0985870361328,0.0988578796387,0.0990428924561
N,R-derived,13700,4,51660,524288,0.0985336303711,0.0985336303711,2.92551703751e-07,0.000540880489342,0.0982418060303,0.0983581542969,0.0986499786377
N,R-derived,13800,4,51858,524288,0.0989112854004,0.0989112854004,1.00716715679e-06,0.00100357718028,0.0985355377197,0.0991897583008,0.0995655059814
N,R-derived,13900,4,51825,524288,0.0988483428955,0.0988483428955,2.55740208862e-07,0.000505707631801,0.0984802246094,0.0988998413086,0.0992679595947
N,R-derived,14000,4,51924,524288,0.0990371704102,0.0990371704102,2.9713070641e-07,0.000545096969731,0.0986824035645,0.099048614502,0.0994033813477
N,R-derived,14100,4,52227,524288,0.0996150970459,0.0996150970459,2.24734928148e-07,0.000474062156419,0.0994777679443,0.0996360778809,0.0997734069824
N,R-derived,14200,4,52137,524288,0.0994434356689,0.0994434356689,1.2799379571e-07,0.000357762205536,0.0992412567139,0.099437713623,0.0996398925781
N,R-derived,14300,4,51906,524288,0.0990028381348,0.0990028381348,4.48528832446e-07,0.000669722952007,0.0987377166748,0.0989608764648,0.0992259979248
N,R-derived,14400,4,51861,524288,0.0989170074463,0.0989170074463,1.76875134154e-06,0.00132994411219,0.0979785919189,0.0989685058594,0.0999069213867
N,R-derived,14500,4,51832,524288,0.0988616943359,0.0988616943359,1.01572368294e-06,0.0010078311778,0.098461151123,0.0990715026855,0.0994720458984
N,R-derived,14600,4,51943,524288,0.0990734100342,0.0990734100342,1.91473615511e-06,0.00138373991599,0.0987701416016,0.0994873046875,0.0997905731201
N,R-derived,14700,4,51750,524288,0.098705291748,0.098705291748,4.38517114768e-07,0.000662206247908,0.0983200073242,0.0987968444824,0.0991821289062
N,R-derived,14800,4,52001,524288,0.0991840362549,0.0991840362549,1.66255631484e-07,0.000407744566468,0.0988883972168,0.0992164611816,0.0995121002197
N,R-derived,14900,4,51949,524288,0.099084854126,0.099084854126,1.23958064554e-07,0.000352076787865,0.098934173584,0.0990295410156,0.0991802215576
N,R-derived,15000,4,51941,524288,0.0990695953369,0.0990695953369,5.63503514665e-07,0.00075066871166,0.0984745025635,0.0988998413086,0.099494934082
N,R-derived,15100,4,51829,524288,0.09885597229,0.09885597229,1.1946685845e-06,0.00109300895902,0.0985507965088,0.0991630554199,0.0994682312012
N,R-derived,15200,4,51859,524288,0.098913192749,0.098913192749,5.16626945076e-07,0.000718767657227,0.0985202789307,0.0989112854004,0.0993041992188
N,R-derived,15300,4,51792,524288,0.0987854003906,0.0987854003906,3.34500024716e-07,0.000578359771004,0.098331451416,0.0988006591797,0.0992546081543
N,R-derived,15400,4,51835,524288,0.0988674163818,0.0988674163818,6.99825856524e-07,0.000836555949428,0.0984573364258,0.0985717773438,0.0989818572998
N,R-derived,15500,4,51722,524288,0.0986518859863,0.0986518859863,8.87569816162e-07,0.000942109237914,0.0978698730469,0.0985832214355,0.099365234375
N,R-derived,15600,4,51729,524288,0.0986652374268,0.0986652374268,3.74677862662e-07,0.00061210935515,0.0983276367188,0.0987548828125,0.0990924835205
N,R-derived,15700,4,51645,524288,0.0985050201416,0.0985050201416,3.51045552331e-07,0.000592490972362,0.0980529785156,0.0983924865723,0.0988445281982
N,R-derived,15800,4,51708,524288,0.0986251831055,0.0986251831055,1.77533365786e-07,0.000421347084701,0.09840965271,0.0985717773438,0.0987873077393
N,R-derived,15900,4,51899,524288,0.0989894866943,0.0989894866943,7.02930265106e-07,0.000838409366065,0.0988121032715,0.0992622375488,0.0994396209717
N,R-derived,16000,4,51798,524288,0.0987968444824,0.0987968444824,8.02509021014e-07,0.000895828678383,0.0983180999756,0.0985641479492,0.0990428924561
N,all,100,4,45804,524288,0.0873641967773,0.0873641967773,2.72683488826e-07,0.00052219104629,0.0871601104736,0.0873374938965,0.0875415802002
N,all,200,4,56646,524288,0.108043670654,0.108043670654,7.18767599513e-07,0.000847801627454,0.107707977295,0.108203887939,0.108539581299
N,all,300,4,63211,524288,0.120565414429,0.120565414429,1.49692156507e-06,0.00122348746012,0.119985580444,0.120391845703,0.120971679688
N,all,400,4,66883,524288,0.127569198608,0.127569198608,2.10538564716e-06,0.00145099470955,0.126907348633,0.127773284912,0.128435134888
N,all,500,4,68684,524288,0.131004333496,0.131004333496,1.69384293258e-07,0.000411563231179,0.130926132202,0.13111114502,0.131189346313
N,all,600,4,69506,524288,0.132572174072,0.132572174072,3.43444601943e-07,0.000586041467768,0.132190704346,0.132526397705,0.132907867432
N,all,700,4,69473,524288,0.132509231567,0.132509231567,2.16469440299e-07,0.000465262764789,0.132429122925,0.132667541504,0.132747650146
N,all,800,4,68800,524288,0.131225585938,0.131225585938,8.53983995815e-07,0.000924112544994,0.130952835083,0.13130569458,0.131578445435
N,all,900,4,67890,524288,0.129489898682,0.129489898682,1.31721996392e-06,0.00114770203621,0.128671646118,0.129356384277,0.130174636841
N,all,1000,4,66870,524288,0.127544403076,0.127544403076,8.80972947925e-07,0.000938601591691,0.12705039978,0.127193450928,0.127687454224
N,all,1100,4,65850,524288,0.125598907471,0.125598907471,8.75035766512e-07,0.000935433464503,0.125339508057,0.125755310059,0.126014709473
N,all,1200,4,64840,524288,0.123672485352,0.123672485352,1.58014396826e-07,0.000397510247448,0.123428344727,0.12370300293,0.123947143555
N,all,1300,4,63938,524288,0.121952056885,0.121952056885,1.7541848744e-07,0.000418829902752,0.121597290039,0.121898651123,0.122253417969
N,all,1400,4,62874,524288,0.119922637939,0.119922637939,1.869436043e-07,0.000432369754146,0.119750976562,0.119888305664,0.120059967041
N,all,1500,4,61938,524288,0.118137359619,0.118137359619,4.50701918453e-07,0.000671343368518,0.117839813232,0.118282318115,0.118579864502
N,all,1600,4,61128,524288,0.116592407227,0.116592407227,1.46372864644e-07,0.000382587068056,0.116439819336,0.116600036621,0.116752624512
N,all,1700,4,60332,524288,0.115074157715,0.115074157715,4.47500497103e-07,0.000668954779565,0.114826202393,0.115180969238,0.115428924561
N,all,1800,4,59667,524288,0.113805770874,0.113805770874,1.24035674768e-07,0.000352186988357,0.113674163818,0.113887786865,0.114019393921
N,all,1900,4,59258,524288,0.113025665283,0.113025665283,5.81494532526e-08,0.000241141977375,0.112903594971,0.113079071045,0.113201141357
N,all,2000,4,58768,524288,0.112091064453,0.112091064453,9.50725128253e-09,9.7505134647e-05,0.112077713013,0.112133026123,0.112146377563
N,all,2100,4,58258,524288,0.11111831665,0.11111831665,7.7379324163e-07,0.00087965518337,0.110803604126,0.111183166504,0.111497879028
N,all,2200,4,57629,524288,0.10991859436,0.10991859436,1.07747716053e-06,0.00103801597316,0.109785079956,0.110248565674,0.110382080078
N,all,2300,4,57467,524288,0.109609603882,0.109609603882,4.13521775045e-07,0.000643056587747,0.109205245972,0.109722137451,0.110126495361
N,all,2400,4,57099,524288,0.108907699585,0.108907699585,1.27049376412e-06,0.00112716181807,0.108276367188,0.109134674072,0.10976600647
N,all,2500,4,56832,524288,0.1083984375,0.1083984375,1.1957793807e-06,0.00109351697778,0.107713699341,0.108448028564,0.109132766724
N,all,2600,4,56561,524288,0.107881546021,0.107881546021,1.8501256515e-06,0.0013601932405,0.106842041016,0.107791900635,0.10883140564
N,all,2700,4,56097,524288,0.106996536255,0.106996536255,1.24787038658e-06,0.00111708119068,0.106357574463,0.106880187988,0.10751914978
N,all,2800,4,55859,524288,0.10654258728,0.10654258728,3.49221712289e-07,0.000590949839063,0.106143951416,0.106559753418,0.106958389282
N,all,2900,4,55763,524288,0.106359481812,0.106359481812,4.80848636168e-07,0.000693432502965,0.10590171814,0.106201171875,0.106658935547
N,all,3000,4,55343,524288,0.105558395386,0.105558395386,4.75997997758e-07,0.000689926081373,0.105087280273,0.105541229248,0.10601234436
N,all,3100,4,55036,524288,0.104972839355,0.104972839355,1.89756974578e-07,0.000435611035877,0.104816436768,0.105072021484,0.105228424072
N,all,3200,4,54590,524288,0.104122161865,0.104122161865,3.71345474074e-07,0.000609381222286,0.103858947754,0.104187011719,0.10445022583
N,all,3300,4,54283,524288,0.103536605835,0.103536605835,3.77719212944e-08,0.000194349996898,0.103427886963,0.103546142578,0.10365486145
N,all,3400,4,54512,524288,0.103973388672,0.103973388672,4.7175368915e-07,0.000686843278449,0.103662490845,0.103847503662,0.104158401489
N,all,3500,4,54657,524288,0.104249954224,0.104249954224,2.20078315275e-07,0.000469125052918,0.104200363159,0.104434967041,0.104484558105
N,all,3600,4,54347,524288,0.103658676147,0.103658676147,6.99413552259e-08,0.000264464279679,0.103507995605,0.103710174561,0.103860855103
N,all,3700,4,54124,524288,0.103233337402,0.103233337402,1.29104591906e-07,0.000359311274393,0.103019714355,0.103115081787,0.103328704834
N,all,3800,4,54018,524288,0.103031158447,0.103031158447,1.05679888899e-06,0.0010280072417,0.102550506592,0.102760314941,0.103240966797
N,all,3900,4,53886,524288,0.102779388428,0.102779388428,1.926770589e-06,0.00138808162188,0.102174758911,0.102882385254,0.103487014771
N,all,4000,4,53498,524288,0.102039337158,0.102039337158,5.35879128923e-07,0.0007320376554,0.101463317871,0.102088928223,0.10266494751
N,all,4100,4,53495,524288,0.102033615112,0.102033615112,1.00083707366e-06,0.00100041844928,0.10135269165,0.102172851562,0.102853775024
N,all,4200,4,53236,524288,0.101539611816,0.101539611816,5.82348244886e-07,0.000763117451567,0.101037979126,0.10160446167,0.10210609436
N,all,4300,4,53283,524288,0.101629257202,0.101629257202,6.17326198456e-07,0.000785701087218,0.10115814209,0.101600646973,0.102071762085
N,all,4400,4,53079,524288,0.101240158081,0.101240158081,8.57917863565e-07,0.00092623855651,0.100656509399,0.10111618042,0.101699829102
N,all,4500,4,53320,524288,0.101699829102,0.101699829102,5.29146442811e-07,0.000727424527226,0.101238250732,0.101493835449,0.101955413818
N,all,4600,4,53182,524288,0.10143661499,0.10143661499,8.20533993344e-08,0.000286449645373,0.101392745972,0.101524353027,0.101568222046
N,all,4700,4,52927,524288,0.100950241089,0.100950241089,1.0649576628e-07,0.000326336890773,0.100673675537,0.100929260254,0.101205825806
N,all,4800,4,52704,524288,0.100524902344,0.100524902344,4.30154614151e-07,0.000655861734019,0.100034713745,0.100482940674,0.100973129272
N,all,4900,4,52893,524288,0.100885391235,0.100885391235,6.85700797476e-07,0.000828070526873,0.100507736206,0.101085662842,0.101463317871
N,all,5000,4,52724,524288,0.100563049316,0.100563049316,4.56813722849e-07,0.000675879961864,0.10013961792,0.100326538086,0.100749969482
N,all,5100,4,52973,524288,0.101037979126,0.101037979126,9.74333185392e-07,0.000987083170453,0.100709915161,0.101333618164,0.101661682129
N,all,5200,4,52958,524288,0.101009368896,0.101009368896,1.83581141755e-06,0.001354921185,0.100667953491,0.101516723633,0.101858139038
N,all,5300,4,52872,524288,0.100845336914,0.100845336914,1.08596092711e-06,0.00104209449049,0.100112915039,0.100536346436,0.101268768311
N,all,5400,4,52675,524288,0.100469589233,0.100469589233,1.55894667841e-07,0.000394834988117,0.100341796875,0.100540161133,0.100667953491
N,all,5500,4,52725,524288,0.100564956665,0.100564956665,9.43250294464e-07,0.000971210736382,0.0999240875244,0.100704193115,0.101345062256
N,all,5600,4,52732,524288,0.100578308105,0.100578308105,1.34075526148e-06,0.0011579098676,0.0997142791748,0.100482940674,0.101346969604
N,all,5700,4,52690,524288,0.100498199463,0.100498199463,6.11587893218e-07,0.000782040851374,0.0999851226807,0.100273132324,0.100786209106
