run_regime,partner_origin,epoch,seed_count,total_hits,total_tested,aggregate_hit_fraction,mean_seed_hit_fraction,seed_hit_fraction_variance,seed_hit_fraction_sd,seed_hit_fraction_q25,seed_hit_fraction_median,seed_hit_fraction_q75
N,N-derived,5400,4,49454,524288,0.0943260192871,0.0943260192871,9.54023562372e-08,0.000308872718506,0.0941715240479,0.0942878723145,0.0944423675537
N,N-derived,5500,4,49535,524288,0.0944805145264,0.0944805145264,4.3238105718e-07,0.000657556885129,0.0942401885986,0.0946083068848,0.0948486328125
N,N-derived,5600,4,49553,524288,0.0945148468018,0.0945148468018,5.87950732249e-07,0.000766779454764,0.093879699707,0.0944366455078,0.0950717926025
N,N-derived,5700,4,49524,524288,0.0944595336914,0.0944595336914,2.88826413453e-07,0.000537425728313,0.0941791534424,0.0943908691406,0.0946712493896
N,N-derived,5800,4,49503,524288,0.0944194793701,0.0944194793701,3.78752398926e-07,0.000615428630245,0.0942707061768,0.0945053100586,0.094654083252
N,N-derived,5900,4,49540,524288,0.0944900512695,0.0944900512695,1.96547868351e-07,0.000443337194865,0.0941295623779,0.0944023132324,0.094762802124
N,N-derived,6000,4,49235,524288,0.0939083099365,0.0939083099365,2.76190500396e-07,0.000525538295842,0.0936489105225,0.0937232971191,0.0939826965332
N,N-derived,6100,4,49174,524288,0.0937919616699,0.0937919616699,1.38631245742e-07,0.000372332171243,0.0935726165771,0.0938301086426,0.0940494537354
N,N-derived,6200,4,49288,524288,0.0940093994141,0.0940093994141,3.57977114618e-07,0.000598311887411,0.0938930511475,0.094165802002,0.0942821502686
N,N-derived,6300,4,49405,524288,0.0942325592041,0.0942325592041,1.2329837773e-07,0.000351138687316,0.0940055847168,0.0942077636719,0.0944347381592
N,N-derived,6400,4,49246,524288,0.0939292907715,0.0939292907715,5.75731974095e-07,0.000758770040325,0.0937328338623,0.0940399169922,0.0942363739014
N,N-derived,6500,4,49213,524288,0.0938663482666,0.0938663482666,1.47581158672e-06,0.00121482985916,0.0932102203369,0.0940475463867,0.0947036743164
N,N-derived,6600,4,49028,524288,0.0935134887695,0.0935134887695,1.11211556941e-06,0.00105456890216,0.0932579040527,0.093677520752,0.0939331054688
N,N-derived,6700,4,49133,524288,0.093713760376,0.093713760376,2.20018652423e-06,0.00148330257339,0.0934772491455,0.0943489074707,0.0945854187012
N,N-derived,6800,4,49195,524288,0.0938320159912,0.0938320159912,9.12167403537e-07,0.000955074553915,0.0935878753662,0.0939865112305,0.0942306518555
N,N-derived,6900,4,49184,524288,0.0938110351562,0.0938110351562,1.0619017606e-06,0.00103048617681,0.0932292938232,0.0937080383301,0.0942897796631
N,N-derived,7000,4,49118,524288,0.0936851501465,0.0936851501465,1.57907682781e-06,0.00125661323716,0.0929851531982,0.093189239502,0.0938892364502
N,N-derived,7100,4,49265,524288,0.0939655303955,0.0939655303955,5.5873048647e-07,0.000747482766671,0.0934791564941,0.0938186645508,0.0943050384521
N,N-derived,7200,4,49073,524288,0.093599319458,0.093599319458,3.90161100465e-07,0.000624628770122,0.0933113098145,0.0934944152832,0.0937824249268
N,N-derived,7300,4,49223,524288,0.0938854217529,0.0938854217529,8.7735922231e-07,0.000936674555174,0.0932865142822,0.0940361022949,0.0946350097656
N,N-derived,7400,4,49427,524288,0.094274520874,0.094274520874,3.2613267346e-07,0.000571080268841,0.0938835144043,0.0943603515625,0.0947513580322
N,N-derived,7500,4,49715,524288,0.0948238372803,0.0948238372803,6.19072428284e-07,0.000786811558306,0.0941524505615,0.0948181152344,0.0954895019531
N,N-derived,7600,4,49954,524288,0.0952796936035,0.0952796936035,8.84232576936e-07,0.000940336416894,0.0947608947754,0.0953407287598,0.0958595275879
N,N-derived,7700,4,49813,524288,0.0950107574463,0.0950107574463,1.65140469714e-06,0.00128506991916,0.0944232940674,0.095085144043,0.0956726074219
N,N-derived,7800,4,49830,524288,0.095043182373,0.095043182373,1.12327203775e-06,0.00105984528954,0.0944423675537,0.0948829650879,0.0954837799072
N,N-derived,7900,4,49560,524288,0.0945281982422,0.0945281982422,8.245697245e-07,0.000908058216471,0.0940265655518,0.0943298339844,0.0948314666748
N,N-derived,8000,4,49579,524288,0.0945644378662,0.0945644378662,1.11659270866e-06,0.00105668950438,0.0937061309814,0.0945091247559,0.0953674316406
N,N-derived,8100,4,49687,524288,0.0947704315186,0.0947704315186,5.22796957133e-07,0.000723046995107,0.0942707061768,0.0947761535645,0.0952758789062
N,N-derived,8200,4,49578,524288,0.0945625305176,0.0945625305176,4.88362275064e-08,0.000220989202239,0.0944385528564,0.0944976806641,0.0946216583252
N,N-derived,8300,4,49330,524288,0.0940895080566,0.0940895080566,1.21867439399e-07,0.000349095172409,0.0939121246338,0.0939788818359,0.0941562652588
N,N-derived,8400,4,49192,524288,0.0938262939453,0.0938262939453,1.09236376981e-07,0.00033050926913,0.0936317443848,0.0938911437988,0.0940856933594
N,N-derived,8500,4,48990,524288,0.0934410095215,0.0934410095215,3.65408292661e-07,0.000604490109647,0.0933456420898,0.0937004089355,0.0937957763672
N,N-derived,8600,4,49297,524288,0.0940265655518,0.0940265655518,5.34787735281e-07,0.000731291826346,0.0936794281006,0.094123840332,0.0944709777832
N,N-derived,8700,4,49316,524288,0.0940628051758,0.0940628051758,1.02949949602e-07,0.000320858145607,0.0939025878906,0.0939140319824,0.0940742492676
N,N-derived,8800,4,49201,524288,0.093843460083,0.093843460083,9.0779697833e-08,0.000301296694029,0.093599319458,0.0938301086426,0.0940742492676
N,N-derived,8900,4,49026,524288,0.0935096740723,0.0935096740723,3.94783758869e-07,0.000628318198741,0.0930252075195,0.0933532714844,0.0938377380371
N,N-derived,9000,4,49045,524288,0.0935459136963,0.0935459136963,3.62337838548e-07,0.00060194504612,0.0932540893555,0.0936164855957,0.0939083099365
N,N-derived,9100,4,48990,524288,0.0934410095215,0.0934410095215,2.42822958777e-07,0.00049277069594,0.093204498291,0.0933532714844,0.0935897827148
N,N-derived,9200,4,49000,524288,0.0934600830078,0.0934600830078,4.2887404561e-07,0.000654884757504,0.0930824279785,0.0935974121094,0.0939750671387
N,N-derived,9300,4,49006,524288,0.0934715270996,0.0934715270996,6.25790562481e-07,0.000791069252645,0.0928440093994,0.0934295654297,0.0940570831299
N,N-derived,9400,4,49148,524288,0.0937423706055,0.0937423706055,4.92165175577e-07,0.000701544849298,0.0934810638428,0.0938720703125,0.0941333770752
N,N-derived,9500,4,49150,524288,0.0937461853027,0.0937461853027,6.32930702219e-07,0.000795569420113,0.0933437347412,0.0937042236328,0.0941066741943
N,N-derived,9600,4,49276,524288,0.0939865112305,0.0939865112305,6.76178994278e-07,0.000822301036287,0.0938663482666,0.0942306518555,0.0943508148193
N,N-derived,9700,4,49005,524288,0.093469619751,0.093469619751,5.21593998807e-07,0.000722214648707,0.0931301116943,0.0932579040527,0.0935974121094
N,N-derived,9800,4,49211,524288,0.0938625335693,0.0938625335693,8.21014206546e-07,0.000906098342646,0.0932731628418,0.0937042236328,0.0942935943604
N,N-derived,9900,4,49051,524288,0.0935573577881,0.0935573577881,4.65908669867e-07,0.000682575028745,0.0932350158691,0.0935249328613,0.0938472747803
N,N-derived,10000,4,49032,524288,0.0935211181641,0.0935211181641,8.05050755541e-07,0.000897246206757,0.0933036804199,0.0936508178711,0.0938682556152
N,N-derived,10100,4,48949,524288,0.0933628082275,0.0933628082275,4.39249561168e-07,0.000662759052121,0.092924118042,0.0932388305664,0.093677520752
N,N-derived,10200,4,49033,524288,0.0935230255127,0.0935230255127,6.22138031758e-07,0.000788757270495,0.09299659729,0.0933799743652,0.0939064025879
N,N-derived,10300,4,48936,524288,0.0933380126953,0.0933380126953,6.41720059017e-07,0.00080107431554,0.0927143096924,0.0932273864746,0.0938510894775
N,N-derived,10400,4,49022,524288,0.0935020446777,0.0935020446777,1.19808828458e-06,0.00109457219249,0.0929126739502,0.0935325622559,0.0941219329834
N,N-derived,10500,4,48932,524288,0.0933303833008,0.0933303833008,2.95733722548e-07,0.000543814051444,0.0930805206299,0.0933303833008,0.0935802459717
N,N-derived,10600,4,48912,524288,0.0932922363281,0.0932922363281,3.02330590785e-07,0.000549845970054,0.0929870605469,0.0932960510254,0.0936012268066
N,N-derived,10700,4,48896,524288,0.09326171875,0.09326171875,1.36205926538e-08,0.000116707294775,0.093189239502,0.0932350158691,0.0933074951172
N,N-derived,10800,4,48830,524288,0.0931358337402,0.0931358337402,2.29144158463e-08,0.000151375083307,0.0930461883545,0.0931587219238,0.0932483673096
N,N-derived,10900,4,48932,524288,0.0933303833008,0.0933303833008,3.70123113195e-07,0.000608377443036,0.0930328369141,0.0930709838867,0.0933685302734
N,N-derived,11000,4,48994,524288,0.093448638916,0.093448638916,2.76234156142e-07,0.000525579828515,0.0931568145752,0.0932235717773,0.0935153961182
N,N-derived,11100,4,48828,524288,0.093132019043,0.093132019043,2.95578502119e-07,0.000543671318094,0.0927677154541,0.0929794311523,0.0933437347412
N,N-derived,11200,4,48999,524288,0.0934581756592,0.0934581756592,3.87328327633e-07,0.000622357074061,0.0930290222168,0.0934829711914,0.0939121246338
N,N-derived,11300,4,49101,524288,0.0936527252197,0.0936527252197,1.52790259259e-07,0.000390883946024,0.0934391021729,0.0936851501465,0.0938987731934
N,N-derived,11400,4,49190,524288,0.093822479248,0.093822479248,2.94006895274e-07,0.000542224026832,0.0935211181641,0.0939292907715,0.0942306518555
N,N-derived,11500,4,49272,524288,0.0939788818359,0.0939788818359,9.58874200781e-08,0.000309656939335,0.0938568115234,0.0939750671387,0.0940971374512
N,N-derived,11600,4,49334,524288,0.0940971374512,0.0940971374512,1.15057143072e-08,0.000107264692734,0.0940246582031,0.0940971374512,0.0941696166992
N,N-derived,11700,4,49395,524288,0.0942134857178,0.0942134857178,1.4537848377e-07,0.000381285304949,0.0940055847168,0.0940780639648,0.0942859649658
N,N-derived,11800,4,49605,524288,0.0946140289307,0.0946140289307,3.25123740671e-07,0.000570196229969,0.094181060791,0.0944938659668,0.0949268341064
N,N-derived,11900,4,49580,524288,0.0945663452148,0.0945663452148,9.15839336812e-07,0.000956994951299,0.0938510894775,0.094425201416,0.0951404571533
N,N-derived,12000,4,49701,524288,0.0947971343994,0.0947971343994,1.54744581475e-06,0.00124396375138,0.0938301086426,0.0947570800781,0.095724105835
N,N-derived,12100,4,49375,524288,0.0941753387451,0.0941753387451,1.45085990274e-06,0.00120451646014,0.0935077667236,0.0937957763672,0.0944633483887
N,N-derived,12200,4,49328,524288,0.0940856933594,0.0940856933594,3.33180651069e-07,0.000577218027325,0.0936546325684,0.0939331054688,0.0943641662598
N,N-derived,12300,4,49162,524288,0.0937690734863,0.0937690734863,5.90245084216e-07,0.000768274094459,0.0934810638428,0.0937652587891,0.0940532684326
N,N-derived,12400,4,49317,524288,0.0940647125244,0.0940647125244,6.77008453446e-07,0.000822805234212,0.0938777923584,0.0942878723145,0.0944747924805
N,N-derived,12500,4,49187,524288,0.0938167572021,0.0938167572021,1.5791253342e-07,0.000397382100024,0.0935974121094,0.0936546325684,0.0938739776611
N,N-derived,12600,4,48974,524288,0.0934104919434,0.0934104919434,1.59896444529e-07,0.00039987053471,0.0931720733643,0.0932426452637,0.0934810638428
N,N-derived,12700,4,49118,524288,0.0936851501465,0.0936851501465,9.42770081262e-08,0.000307045612452,0.093505859375,0.0935592651367,0.0937385559082
N,N-derived,12800,4,49215,524288,0.0938701629639,0.0938701629639,5.00484020449e-07,0.000707448952539,0.0934238433838,0.093994140625,0.0944404602051
N,N-derived,12900,4,49358,524288,0.0941429138184,0.0941429138184,2.73207357774e-07,0.000522692412203,0.0937728881836,0.0941276550293,0.0944976806641
N,N-derived,13000,4,49208,524288,0.0938568115234,0.0938568115234,1.12212728709e-06,0.00105930509632,0.0932750701904,0.093448638916,0.094030380249
N,N-derived,13100,4,49094,524288,0.0936393737793,0.0936393737793,7.93583846341e-07,0.000890833231498,0.0931797027588,0.0933876037598,0.0938472747803
N,N-derived,13200,4,49137,524288,0.0937213897705,0.0937213897705,3.27995318609e-07,0.000572708755485,0.0933322906494,0.093620300293,0.0940093994141
N,N-derived,13300,4,48939,524288,0.0933437347412,0.0933437347412,8.55822387772e-07,0.00092510668994,0.0927543640137,0.0934066772461,0.0939960479736
N,N-derived,13400,4,48910,524288,0.0932884216309,0.0932884216309,7.76587209354e-07,0.000881241856333,0.0925827026367,0.0933265686035,0.0940322875977
N,N-derived,13500,4,48895,524288,0.0932598114014,0.0932598114014,4.05658890183e-08,0.00020140975403,0.0931949615479,0.0932807922363,0.0933456420898
N,N-derived,13600,4,48949,524288,0.0933628082275,0.0933628082275,2.75375593143e-07,0.000524762415902,0.0930595397949,0.0934600830078,0.0937633514404
N,N-derived,13700,4,48778,524288,0.0930366516113,0.0930366516113,3.71229058752e-07,0.000609285695509,0.0926570892334,0.0928230285645,0.0932025909424
N,N-derived,13800,4,48956,524288,0.093376159668,0.093376159668,8.40635038912e-07,0.000916861515668,0.0929737091064,0.0935974121094,0.0939998626709
N,N-derived,13900,4,48884,524288,0.0932388305664,0.0932388305664,2.62710576256e-07,0.000512552998485,0.0929260253906,0.0932388305664,0.0935516357422
N,N-derived,14000,4,48976,524288,0.0934143066406,0.0934143066406,3.44938598573e-07,0.000587314735532,0.0929927825928,0.0932502746582,0.0936717987061
N,N-derived,14100,4,49298,524288,0.0940284729004,0.0940284729004,4.48761663089e-07,0.000669896755545,0.0936641693115,0.09375,0.0941143035889
N,N-derived,14200,4,49235,524288,0.0939083099365,0.0939083099365,7.8400868612e-08,0.000280001551089,0.0936737060547,0.0939140319824,0.0941486358643
N,N-derived,14300,4,48980,524288,0.0934219360352,0.0934219360352,4.13157977164e-07,0.000642773659357,0.093074798584,0.0934715270996,0.0938186645508
N,N-derived,14400,4,48933,524288,0.0933322906494,0.0933322906494,1.08772170885e-06,0.00104293897657,0.0926418304443,0.0934066772461,0.0940971374512
N,N-derived,14500,4,48936,524288,0.0933380126953,0.0933380126953,8.92595077554e-07,0.000944772500422,0.0927886962891,0.0934600830078,0.0940093994141
N,N-derived,14600,4,49060,524288,0.0935745239258,0.0935745239258,1.60160319259e-06,0.00126554462291,0.0933437347412,0.0939712524414,0.094202041626
N,N-derived,14700,4,48859,524288,0.0931911468506,0.0931911468506,4.26521485982e-07,0.000653086124475,0.0926666259766,0.0931510925293,0.0936756134033
N,N-derived,14800,4,49063,524288,0.0935802459717,0.0935802459717,1.07116647996e-07,0.000327286797772,0.093355178833,0.0935478210449,0.0937728881836
N,N-derived,14900,4,49073,524288,0.093599319458,0.093599319458,1.49297799605e-07,0.000386390734367,0.093469619751,0.0935935974121,0.0937232971191
N,N-derived,15000,4,49093,524288,0.0936374664307,0.0936374664307,5.78016624786e-07,0.000760274045845,0.0930576324463,0.0935134887695,0.0940933227539
N,N-derived,15100,4,48943,524288,0.0933513641357,0.0933513641357,6.80268082457e-07,0.000824783657972,0.093168258667,0.0934867858887,0.0936698913574
N,N-derived,15200,4,48953,524288,0.0933704376221,0.0933704376221,3.97262435096e-07,0.000630287581264,0.0930652618408,0.0931930541992,0.0934982299805
N,N-derived,15300,4,48882,524288,0.0932350158691,0.0932350158691,2.16745926688e-07,0.000465559799261,0.0929298400879,0.0932388305664,0.0935440063477
N,N-derived,15400,4,48968,524288,0.0933990478516,0.0933990478516,7.49132595956e-07,0.000865524462945,0.092981338501,0.0931701660156,0.0935878753662
N,N-derived,15500,4,48839,524288,0.0931529998779,0.0931529998779,7.68860142368e-07,0.00087684670403,0.0925235748291,0.0931701660156,0.0937995910645
N,N-derived,15600,4,48870,524288,0.0932121276855,0.0932121276855,2.48837750405e-07,0.000498836396432,0.0928592681885,0.0932502746582,0.0936031341553
N,N-derived,15700,4,48829,524288,0.0931339263916,0.0931339263916,2.72698040741e-07,0.000522204979621,0.0927314758301,0.0930633544922,0.0934658050537
N,N-derived,15800,4,48828,524288,0.093132019043,0.093132019043,3.15601937473e-07,0.000561784600601,0.0927715301514,0.0929641723633,0.0933246612549
N,N-derived,15900,4,49006,524288,0.0934715270996,0.0934715270996,6.14071420083e-07,0.000783627092489,0.0930938720703,0.0935859680176,0.0939636230469
N,N-derived,16000,4,48990,524288,0.0934410095215,0.0934410095215,9.97155439109e-07,0.000998576706672,0.0929775238037,0.093090057373,0.0935535430908
N,R-derived,100,4,45560,524288,0.0868988037109,0.0868988037109,2.50331747035e-07,0.000500331637052,0.0867214202881,0.0868606567383,0.0870380401611
N,R-derived,200,4,56442,524288,0.107654571533,0.107654571533,5.85860107094e-07,0.000765414990116,0.107406616211,0.107841491699,0.108089447021
N,R-derived,300,4,63036,524288,0.120231628418,0.120231628418,1.37909470747e-06,0.00117434863114,0.119649887085,0.120056152344,0.120637893677
N,R-derived,400,4,66751,524288,0.127317428589,0.127317428589,1.92381655021e-06,0.00138701714128,0.126705169678,0.127498626709,0.12811088562
N,R-derived,500,4,68556,524288,0.130760192871,0.130760192871,1.72682727377e-07,0.000415551112833,0.130645751953,0.130836486816,0.130950927734
N,R-derived,600,4,69381,524288,0.132333755493,0.132333755493,3.5803047164e-07,0.000598356475389,0.131910324097,0.132236480713,0.132659912109
N,R-derived,700,4,69358,524288,0.132289886475,0.132289886475,2.55706254393e-07,0.000505674059442,0.132221221924,0.132469177246,0.132537841797
N,R-derived,800,4,68698,524288,0.131031036377,0.131031036377,8.79847599814e-07,0.000938001918876,0.130805969238,0.13117980957,0.131404876709
N,R-derived,900,4,67790,524288,0.129299163818,0.129299163818,1.35687878355e-06,0.00116485139977,0.128496170044,0.12915802002,0.129961013794
N,R-derived,1000,4,66778,524288,0.127368927002,0.127368927002,8.97387508303e-07,0.000947305393367,0.126873016357,0.127029418945,0.12752532959
N,R-derived,1100,4,65754,524288,0.125415802002,0.125415802002,8.87104154875e-07,0.000941862067861,0.125127792358,0.125564575195,0.125852584839
N,R-derived,1200,4,64756,524288,0.123512268066,0.123512268066,1.75360279779e-07,0.000418760408562,0.123279571533,0.123554229736,0.12378692627
N,R-derived,1300,4,63844,524288,0.121772766113,0.121772766113,1.73730465273e-07,0.000416809867053,0.121448516846,0.121746063232,0.1220703125
N,R-derived,1400,4,62784,524288,0.119750976562,0.119750976562,1.82655639946e-07,0.000427382311223,0.119602203369,0.119731903076,0.11988067627
N,R-derived,1500,4,61861,524288,0.117990493774,0.117990493774,4.55082044937e-07,0.000674597691174,0.117668151855,0.118129730225,0.118452072144
N,R-derived,1600,4,61043,524288,0.116430282593,0.116430282593,1.7044658307e-07,0.000412851768883,0.11626625061,0.116455078125,0.116619110107
N,R-derived,1700,4,60250,524288,0.114917755127,0.114917755127,4.41311082492e-07,0.000664312488587,0.114694595337,0.115032196045,0.115255355835
N,R-derived,1800,4,59583,524288,0.113645553589,0.113645553589,1.31641475794e-07,0.000362824304305,0.113510131836,0.113731384277,0.11386680603
N,R-derived,1900,4,59181,524288,0.112878799438,0.112878799438,5.99684426561e-08,0.000244884549648,0.11273765564,0.112922668457,0.113063812256
N,R-derived,2000,4,58698,524288,0.111957550049,0.111957550049,1.09236376981e-08,0.000104516207825,0.111949920654,0.112007141113,0.112014770508
N,R-derived,2100,4,58179,524288,0.110967636108,0.110967636108,7.82092683949e-07,0.000884360042035,0.110647201538,0.111019134521,0.111339569092
N,R-derived,2200,4,57555,524288,0.109777450562,0.109777450562,1.09858713889e-06,0.00104813507664,0.10962677002,0.110103607178,0.11025428772
N,R-derived,2300,4,57392,524288,0.109466552734,0.109466552734,4.6663141499e-07,0.000683104248991,0.109024047852,0.109561920166,0.110004425049
N,R-derived,2400,4,57015,524288,0.1087474823,0.1087474823,1.3216000904e-06,0.00114960866837,0.108102798462,0.109001159668,0.109645843506
N,R-derived,2500,4,56753,524288,0.108247756958,0.108247756958,1.21197566235e-06,0.00110089766207,0.107545852661,0.108287811279,0.108989715576
